24-01-28.00:06:50.092 [main            ] INFO  Application            - Starting Application using Java 1.8.0_381 on WLY with PID 11192 (D:\Workspace\JavaProject\chatgpt-data\chatgpt-data-app\target\classes started by 王乐岩 in D:\Workspace\JavaProject\chatgpt-data)
24-01-28.00:06:50.093 [main            ] INFO  Application            - The following 1 profile is active: "dev"
24-01-28.00:06:50.593 [main            ] INFO  TomcatWebServer        - Tomcat initialized with port(s): 8090 (http)
24-01-28.00:06:50.597 [main            ] INFO  Http11NioProtocol      - Initializing ProtocolHandler ["http-nio-8090"]
24-01-28.00:06:50.597 [main            ] INFO  StandardService        - Starting service [Tomcat]
24-01-28.00:06:50.597 [main            ] INFO  StandardEngine         - Starting Servlet engine: [Apache Tomcat/9.0.75]
24-01-28.00:06:50.665 [main            ] INFO  [/]                    - Initializing Spring embedded WebApplicationContext
24-01-28.00:06:50.665 [main            ] INFO  ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 548 ms
24-01-28.00:06:51.497 [main            ] INFO  Http11NioProtocol      - Starting ProtocolHandler ["http-nio-8090"]
24-01-28.00:06:51.506 [main            ] INFO  TomcatWebServer        - Tomcat started on port(s): 8090 (http) with context path ''
24-01-28.00:06:51.511 [main            ] INFO  Application            - Started Application in 1.669 seconds (JVM running for 2.207)
24-01-28.00:07:13.076 [http-nio-8090-exec-1] INFO  [/]                    - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-28.00:07:13.077 [http-nio-8090-exec-1] INFO  DispatcherServlet      - Initializing Servlet 'dispatcherServlet'
24-01-28.00:07:13.079 [http-nio-8090-exec-1] INFO  DispatcherServlet      - Completed initialization in 2 ms
24-01-28.00:07:13.116 [http-nio-8090-exec-1] INFO  WeiXinPortalController - 接收微信公众号信息请求oBzHc6QeSFc39Z_kjTmDqJmUoSgY开始<xml><ToUserName><![CDATA[gh_28c92be94d7d]]></ToUserName>
<FromUserName><![CDATA[oBzHc6QeSFc39Z_kjTmDqJmUoSgY]]></FromUserName>
<CreateTime>1706371631</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[403]]></Content>
<MsgId>24429369503538644</MsgId>
</xml>
24-01-28.00:07:13.215 [http-nio-8090-exec-1] INFO  WeiXinPortalController - 接收微信公众号信息请求oBzHc6QeSFc39Z_kjTmDqJmUoSgY完成<xml>
  <ToUserName><![CDATA[oBzHc6QeSFc39Z_kjTmDqJmUoSgY]]></ToUserName>
  <FromUserName><![CDATA[gh_28c92be94d7d]]></FromUserName>
  <CreateTime>1706371633</CreateTime>
  <MsgType><![CDATA[text]]></MsgType>
  <Content><![CDATA[您的验证码为： 4321 有效期3分组]]></Content>
</xml>
24-01-28.00:07:18.331 [http-nio-8090-exec-6] INFO  AuthController         - 鉴权登录校验开始，验证码：4321
24-01-28.00:07:18.468 [http-nio-8090-exec-6] INFO  AuthController         - 鉴权登录校验完成，验证码：4321 结果： {"code":"0000","info":"验证成功","openId":"oBzHc6QeSFc39Z_kjTmDqJmUoSgY","token":"eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJvQnpIYzZRZVNGYzM5Wl9ralRtRHFKbVVvU2dZIiwib3BlbklkIjoib0J6SGM2UWVTRmMzOVpfa2pUbURxSm1Vb1NnWSIsImV4cCI6MTcwNjM4MTcxOCwiaWF0IjoxNzA2MzcxNjM4LCJqdGkiOiIyNDIyMzg2MS05NGI4LTQ1ZjEtYTY2MC1lMzYxMWI0ZjVjNGEifQ.gdbRNjT9SyunjNLoJa_B0u-459VXuKBIJXlldEd2hkQ"}
24-01-28.00:07:21.107 [http-nio-8090-exec-7] INFO  ChatGPTAIServiceController - 流式问答请求开始，使用模型：gpt-3.5-turbo 请求信息：[{"content":"请问有什么需要帮助的吗？","role":"system"},{"content":"你好","role":"user"}]
24-01-28.00:07:38.211 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 是
24-01-28.00:07:38.212 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 一
24-01-28.00:07:38.389 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 位
24-01-28.00:07:38.390 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 美
24-01-28.00:07:38.391 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 国
24-01-28.00:07:38.477 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 职
24-01-28.00:07:38.478 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 业
24-01-28.00:07:38.478 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 篮
24-01-28.00:07:38.575 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:38.576 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 运
24-01-28.00:07:38.578 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 动
24-01-28.00:07:38.664 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
24-01-28.00:07:38.665 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:38.666 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 出
24-01-28.00:07:38.756 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 生
24-01-28.00:07:38.756 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 于
24-01-28.00:07:38.757 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 198
24-01-28.00:07:38.873 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 8
24-01-28.00:07:38.875 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:38.876 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 9
24-01-28.00:07:38.994 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 月
24-01-28.00:07:38.996 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 29
24-01-28.00:07:38.998 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 日
24-01-28.00:07:39.086 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。
24-01-28.00:07:39.087 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 他
24-01-28.00:07:39.088 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 被
24-01-28.00:07:39.232 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 认
24-01-28.00:07:39.234 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 为
24-01-28.00:07:39.235 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 是
24-01-28.00:07:39.343 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 现
24-01-28.00:07:39.344 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 代
24-01-28.00:07:39.345 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 篮
24-01-28.00:07:39.435 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:39.436 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 史
24-01-28.00:07:39.444 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 上
24-01-28.00:07:39.539 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 最
24-01-28.00:07:39.540 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 出
24-01-28.00:07:39.541 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 色
24-01-28.00:07:39.636 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 的
24-01-28.00:07:39.637 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:39.637 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
24-01-28.00:07:39.793 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 之
24-01-28.00:07:39.793 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 一
24-01-28.00:07:39.794 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。
24-01-28.00:07:39.876 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 杜
24-01-28.00:07:39.878 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 兰
24-01-28.00:07:39.879 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 特
24-01-28.00:07:39.969 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 在
24-01-28.00:07:39.971 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 高
24-01-28.00:07:39.972 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 中
24-01-28.00:07:40.069 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 时
24-01-28.00:07:40.069 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 期
24-01-28.00:07:40.069 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 就
24-01-28.00:07:40.195 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 展
24-01-28.00:07:40.196 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 现
24-01-28.00:07:40.201 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 出
24-01-28.00:07:40.334 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 了
24-01-28.00:07:40.336 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 出
24-01-28.00:07:40.336 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 色
24-01-28.00:07:40.439 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 的
24-01-28.00:07:40.439 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 篮
24-01-28.00:07:40.442 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:40.630 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 天
24-01-28.00:07:40.631 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 赋
24-01-28.00:07:40.631 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:40.738 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 被
24-01-28.00:07:40.739 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 广
24-01-28.00:07:40.739 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 泛
24-01-28.00:07:40.878 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 认
24-01-28.00:07:40.880 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 为
24-01-28.00:07:40.881 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 是
24-01-28.00:07:41.083 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 当
24-01-28.00:07:41.084 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 时
24-01-28.00:07:41.085 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 最
24-01-28.00:07:41.240 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 有
24-01-28.00:07:41.241 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 潜
24-01-28.00:07:41.242 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 力
24-01-28.00:07:41.273 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 的
24-01-28.00:07:41.274 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:41.276 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
24-01-28.00:07:41.367 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 之
24-01-28.00:07:41.368 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 一
24-01-28.00:07:41.368 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。


24-01-28.00:07:41.461 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 在
24-01-28.00:07:41.463 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 大
24-01-28.00:07:41.464 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 学
24-01-28.00:07:41.611 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 期
24-01-28.00:07:41.612 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 间
24-01-28.00:07:41.613 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:41.706 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 杜
24-01-28.00:07:41.706 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 兰
24-01-28.00:07:41.707 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 特
24-01-28.00:07:41.900 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 效
24-01-28.00:07:41.900 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 力
24-01-28.00:07:41.901 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 于
24-01-28.00:07:42.017 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 德
24-01-28.00:07:42.018 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 克
24-01-28.00:07:42.019 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 萨
24-01-28.00:07:42.232 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 斯
24-01-28.00:07:42.233 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 大
24-01-28.00:07:42.248 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 学
24-01-28.00:07:42.361 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 奥
24-01-28.00:07:42.365 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 斯
24-01-28.00:07:42.365 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 汀
24-01-28.00:07:42.449 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 分
24-01-28.00:07:42.450 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 校
24-01-28.00:07:42.450 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，并
24-01-28.00:07:42.715 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 在
24-01-28.00:07:42.715 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 200
24-01-28.00:07:42.715 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 7
24-01-28.00:07:42.766 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:42.766 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 获
24-01-28.00:07:42.766 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 得
24-01-28.00:07:42.952 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 了
24-01-28.00:07:42.953 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 全
24-01-28.00:07:42.953 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 美
24-01-28.00:07:42.967 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 大
24-01-28.00:07:42.967 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 学
24-01-28.00:07:42.968 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 生
24-01-28.00:07:43.043 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 运
24-01-28.00:07:43.045 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 动
24-01-28.00:07:43.046 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
